,source_mean,source_median,source_sum,source_rate,sky_mean,sky_median,sky_sum,sky_rate,target_mean,target_median,target_sum,target_rate,sc_area,bk_area,exposure_time,datetimes_sat,gains_sat,airmass,m_inst,m_inst_sky,calibed_mags,altitude,azimuth,utc,zenith_angle,km_distance,sunsep
0,53294.83199408401,53280.04241620905,20257452.3449378,4189502.670545971,52993.93237391962,53001.68101056774,9325219.5881824,4167101.2827846985,300.8996201643895,278.3614056413062,108317.16332939267,22401.38776127271,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:05.603,0,1.1356548503912336,-17.444723880273227,-16.47911939961793,3.907011917326872,61.01004476817687,84.74057568731367,2024-01-18 06:34:05.603,28.98995523182313,283.45378932555525,89.07727072526377
1,53566.232172638614,53446.70869730346,20361108.282590352,4210940.056660412,53367.347412326715,53357.642110457746,9386167.462815985,4194336.670023243,198.8847603118993,89.06658684571448,80282.15757723898,16603.386637169348,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:06.349,0,1.1394021616048349,-17.11952827443026,-16.486743074195424,4.2308668432682675,60.67106901521093,84.11092797795048,2024-01-18 06:34:06.349,29.328930984789068,287.32227464456935,89.42071402420876
2,53799.0266025385,53748.279000373,20450506.811549343,4229428.8265925385,53556.4490926588,53598.12874281065,9421651.906849582,4210193.376758459,242.57750987970212,150.15025756234536,93008.94139220566,19235.449834079114,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:06.993,0,1.1426986471308282,-17.279292438807882,-16.490583468223527,4.069923291420907,60.37760889475307,83.5808432484655,2024-01-18 06:34:06.993,29.622391105246933,290.6891161179458,89.71573479741993
3,54182.26627275808,54116.11810584958,20593867.28442696,4259077.623180803,53886.256851919265,53944.00203616856,9478395.043486554,4235549.819599634,296.0094208388182,172.11606968101842,113763.70832208171,23527.803581168326,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:07.838,0,1.1471100413991735,-17.49799003588098,-16.497249073792275,3.8496474246775403,59.991576096642156,82.90365326283849,2024-01-18 06:34:07.838,30.008423903357844,295.143632258633,90.10074354390483
4,54252.937948077015,54240.605565862716,20621666.872926462,4264826.936977799,54126.24329943024,54123.18886199119,9518233.119950548,4253352.006236307,126.69464864677138,117.41670387152408,55484.59589045122,11474.930741490689,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:08.490,0,1.1505802597060892,-16.71841175365829,-16.50207374506849,4.6279841628509235,59.69308818027783,82.3949314475902,2024-01-18 06:34:08.490,30.306911819722167,298.60822975622295,90.39616878511855
5,54247.55363743246,54255.00316161429,20620653.625828214,4264617.384396765,54076.764242437544,54068.36916128082,9516015.623125741,4252361.087601541,170.7893949949139,186.63400033346988,59262.725860089064,12256.296795224634,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:09.238,0,1.154632278333679,-16.78993474416313,-16.501080774382757,4.555011476917776,59.35012413090496,81.82563564969549,2024-01-18 06:34:09.238,30.64987586909504,302.6113002225573,90.73329972441687
6,54311.854146429934,54273.98024231128,20645085.8444601,4269670.282632077,54374.96128304641,54351.63732432146,9567768.580890518,4275487.601100783,-63.107136616476055,-77.65708201018424,-28128.410678341985,-5817.318468705468,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:10.096,0,1.1593728903875444,,-16.507051433447547,,58.95621275609687,81.19086883381831,2024-01-18 06:34:10.096,31.043787243903132,307.2388948475633,91.11761769838384
7,54742.91083412917,54722.9351230425,20806558.896090087,4303064.994341425,54516.74036545273,54513.97914666927,9590947.110852836,4285845.242658247,226.1704686764424,208.95597637323226,83262.46014020592,17219.751683176983,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:10.933,0,1.1640923492479942,-17.159103782310446,-16.509878733737683,4.1824578981707266,58.571608788755825,80.58977158112559,2024-01-18 06:34:10.933,31.428391211244175,311.78856849608036,91.4900334034558
8,54960.10552133328,54968.391111111116,20888062.78337244,4319921.050454257,54734.89266074515,54722.9052269126,9629931.284817446,4303265.851342048,225.21286058812984,245.48588419851876,80532.68582045287,16655.19911220914,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:11.678,0,1.1683714026421512,-17.12291114380071,-16.514214708466557,4.217119614759038,58.229153590734015,80.06928246344874,2024-01-18 06:34:11.678,31.770846409265985,315.8662892600118,91.81941447356452
9,55064.256054410245,55048.652181986996,20928738.153598312,4328333.242139818,54975.176167414254,54941.522758478925,9669465.467740506,4320932.239014173,89.07988699599082,107.12942350807134,35785.982230428606,7401.0031256451,380.132711084365,175.9291886010284,0.012719999999999999,2024-01-18T06:34:12.421,0,1.1727120302243748,-16.242263040283742,-16.518970605942968,5.096214766885533,57.887628676713,79.56337278025838,2024-01-18 06:34:12.421,32.112371323287,319.95840480009804,92.14591902628341
