,source_mean,source_median,source_sum,source_rate,sky_mean,sky_median,sky_sum,sky_rate,target_mean,target_median,target_sum,target_rate,sc_area,bk_area,exposure_time,datetimes_sat,gains_sat,airmass,m_inst,m_inst_sky,calibed_mags,altitude,azimuth,utc,zenith_angle,km_distance,sunsep
17,47298.38248349763,46915.242344045364,17975912.215068124,4298956.101598909,46787.22405800897,46795.33679016232,8228022.132262255,4251722.059152775,511.15842548866203,119.90555388304347,197507.25071574748,47234.042446132975,380.132711084365,175.9291886010284,0.011,2024-01-18T06:54:57.430,0,1.2128168552407033,-18.254674360050615,-16.501608293872806,3.0694550971176477,54.978508776114225,75.59680917673134,2024-01-18 06:54:57.430,35.021491223885775,357.7583415634665,99.25713429458199
18,47499.49524300138,47182.62163187856,18052401.220463805,4317248.518279457,46994.27502104748,46983.14045149991,8266222.47687517,4271461.584064981,505.2202219539031,199.4811803786506,191456.22578709573,45786.934214476765,380.132711084365,175.9291886010284,0.011,2024-01-18T06:54:58.186,0,1.2184434083584392,-18.220890484132212,-16.50640248236986,3.1012259545675818,54.60183302914212,75.39483789804541,2024-01-18 06:54:58.186,35.39816697085788,362.5950361783635,99.6238454231535
19,47792.33433824976,47539.952941176474,18164396.428442746,4344032.276284646,47309.70344194747,47296.64015256771,8320431.707363424,4299473.489887752,482.63089630228933,243.31278860876773,186320.77503248677,44558.786396894466,380.132711084365,175.9291886010284,0.011,2024-01-18T06:54:59.033,0,1.2248256280993246,-18.19136995592981,-16.51366566127984,3.12846310857278,54.182864573072415,75.17479883651882,2024-01-18 06:54:59.033,35.817135426927585,368.01910447624346,100.03131000911355
20,47916.649787283764,47711.7947944172,18212775.672772802,4355602.21749904,47470.93753315145,47472.57410894208,8350492.094416425,4315006.798948598,445.7122541323115,239.22068547512026,169748.11162302643,40595.41855044248,380.132711084365,175.9291886010284,0.011,2024-01-18T06:54:59.776,0,1.2304919959769904,-18.09022912988807,-16.517359619398793,3.2275766715729777,53.81800369056593,74.98699604827762,2024-01-18 06:54:59.776,36.18199630943407,372.78149753737,100.38580140271614
21,48205.69511719565,47927.14069591528,18320673.901222654,4381406.179044724,47722.27516319505,47756.50569219589,8398395.034972493,4339760.012513974,483.41995400060114,170.63500371939153,174141.77208565548,41646.16653075028,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:00.521,0,1.236236853765888,-18.117974149737087,-16.52309294829774,3.197776307255368,53.45466987405188,74.80339471684123,2024-01-18 06:55:00.521,36.54533012594812,377.56060983527743,100.73849227659323
22,48539.17622606425,48192.3494633779,18446507.111833483,4411499.308231556,48042.49450690738,48064.20513828235,8450729.446393356,4366803.130278373,496.6817191568698,128.144325095549,186895.27230497822,44696.17795318271,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:01.373,0,1.2428839679774342,-18.194712539858816,-16.53035396990156,3.1186597713328497,53.042241684677805,74.59897950927282,2024-01-18 06:55:01.373,36.957758315322195,383.0307188598715,101.1384654814142
23,48887.145718720836,48517.72446465795,18577992.84267976,4442944.242882549,48237.18006235767,48246.111629202904,8485169.825068442,4384599.742317649,649.9656563631652,271.61283545504557,243965.1849425882,58344.5005649006,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:02.133,0,1.2488823788761465,-18.48403638769286,-16.53474487473452,2.8271898650385188,52.67713610427055,74.42144853149894,2024-01-18 06:55:02.133,37.32286389572945,387.9141411822726,101.49222110877972
24,49063.77040391761,48788.22589845979,18648697.50649431,4459853.328901687,48568.39880068514,48573.30627193101,8540993.117412537,4413445.693344359,495.37160323246644,214.91962652877555,194051.66351364553,46407.63555732814,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:02.857,0,1.2546568688933348,-18.23551017603799,-16.54217456181286,3.0736501306679354,52.33177441874788,74.25638822507237,2024-01-18 06:55:02.857,37.66822558125212,392.5696036953106,101.82657271997985
25,49222.07059805515,49004.75278986193,18708073.453706916,4474053.141823775,48796.16974048966,48835.590815305986,8585323.956303287,4436353.0704251155,425.90085756548797,169.16197455594374,157641.33383731171,37700.07139865939,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:03.612,0,1.2607408475979582,-18.009892002973054,-16.547254430405072,3.2970916315789087,51.974173677239776,74.08833144745343,2024-01-18 06:55:03.612,38.025826322760224,397.4277693012425,102.1724983215591
26,49684.60615890199,49376.558034877184,18882653.976346493,4515804.235956991,49112.512880423994,49094.0127137548,8640517.371815994,4464873.540895806,572.0932784779943,282.54532112238667,212964.6551012136,50930.69506118523,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:04.356,0,1.2667980132797538,-18.336485579020692,-16.554270486308468,2.968330976303742,51.62432989217531,73.92664731306975,2024-01-18 06:55:04.356,38.37567010782469,402.2183981075329,102.51065483882995
27,49861.09280211363,49619.56363636364,18950798.566949986,4532101.078090003,49354.033551375214,49342.80532162987,8687223.808846248,4489008.477024296,507.05925073841354,276.75831473376456,180189.97997862473,43092.60106570666,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:05.122,0,1.2730980665671154,-18.15504334336729,-16.55959672698687,3.1475192345478114,51.26678300130341,73.7641089579671,2024-01-18 06:55:05.122,38.73321699869659,407.1539308976114,102.85599106754971
28,50116.554541687525,49847.892444612764,19047892.320594102,4555321.139451097,49656.17768763552,49683.48427182644,8736459.37465122,4514450.307133996,460.3768540520032,164.40817278632312,170899.74322271347,40870.83231710066,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:05.854,0,1.2791786283696638,-18.097570276283907,-16.566223313114033,3.2028168519462685,50.927609879629266,73.61237956572194,2024-01-18 06:55:05.854,39.072390120370734,411.8733631954523,103.18333691360439
29,50396.90280920961,50176.485492129716,19154056.392786324,4580710.375917148,50018.680310990516,50005.21068460584,8797786.519826762,4546140.30161582,378.22249821909645,171.27480752387783,144553.37673206627,34570.0743013273,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:06.587,0,1.2853260949926835,-17.915787353651353,-16.574120669893382,3.382400388278278,50.590423220881185,73.46384361263382,2024-01-18 06:55:06.587,39.409576779118815,416.60205220104865,103.50853403158416
30,50797.038429915185,50547.64553151458,19304802.79484436,4616761.517977034,50281.50563496177,50338.18809174445,8846774.459299479,4571454.174080007,515.5327949534112,209.45743977012899,189450.83814369515,45307.34389702731,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:07.346,0,1.2917530999578162,-18.20945807821287,-16.57981078143618,3.08643026665767,50.24385669979743,73.31350529407506,2024-01-18 06:55:07.346,39.75614330020257,421.5013339587707,103.84254084747128
31,51086.429900823205,50825.97875569044,19416752.351071335,4643534.358323341,50571.567496936696,50564.86728365527,8900878.393093329,4599411.6692228895,514.8624038865091,261.11147203516884,184497.2517089583,44122.68910045131,380.132711084365,175.9291886010284,0.011,2024-01-18T06:55:08.092,0,1.298130678000689,-18.18069150391624,-16.586056134676173,3.1129151274228066,49.90578029045895,73.1690640956963,2024-01-18 06:55:08.092,40.09421970954105,426.31944525037454,104.16813773456244
